Assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Species	Genera	strain
GCF_000294205.2	PRJNA224116	SAMN02299471	ALZT00000000.1	na	1134795	1351	Enterococcus faecalis ERV68	strain=ERV68	NA	latest	Scaffold	Minor	Full	29/8/2012	ASM29420v2	Washington University	GCA_000294205.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/205/GCF_000294205.2_ASM29420v2	NA	NA	faecalis	Enterococcus	ERV68
GCF_000294225.2	PRJNA224116	SAMN02299472	ALZU00000000.1	na	1134796	1351	Enterococcus faecalis ERV72	strain=ERV72	NA	latest	Scaffold	Minor	Full	29/8/2012	ASM29422v2	Washington University	GCA_000294225.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/225/GCF_000294225.2_ASM29422v2	NA	NA	faecalis	Enterococcus	ERV72
GCF_000294245.2	PRJNA224116	SAMN02299473	ALZV00000000.1	na	1134797	1351	Enterococcus faecalis ERV73	strain=ERV73	NA	latest	Scaffold	Minor	Full	29/8/2012	ASM29424v2	Washington University	GCA_000294245.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/245/GCF_000294245.2_ASM29424v2	NA	NA	faecalis	Enterococcus	ERV73
GCF_000294265.2	PRJNA224116	SAMN02299474	ALZW00000000.1	na	1134798	1351	Enterococcus faecalis ERV81	strain=ERV81	NA	latest	Scaffold	Minor	Full	29/8/2012	ASM29426v2	Washington University	GCA_000294265.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/265/GCF_000294265.2_ASM29426v2	NA	NA	faecalis	Enterococcus	ERV81
GCF_000294285.2	PRJNA224116	SAMN02299475	ALZX00000000.1	na	1134799	1351	Enterococcus faecalis ERV85	strain=ERV85	NA	latest	Scaffold	Minor	Full	29/8/2012	ASM29428v2	Washington University	GCA_000294285.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/285/GCF_000294285.2_ASM29428v2	NA	NA	faecalis	Enterococcus	ERV85
GCF_000294305.2	PRJNA224116	SAMN02299476	ALZY00000000.1	na	1134800	1351	Enterococcus faecalis ERV93	strain=ERV93	NA	latest	Scaffold	Minor	Full	29/8/2012	ASM29430v2	Washington University	GCA_000294305.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/305/GCF_000294305.2_ASM29430v2	NA	NA	faecalis	Enterococcus	ERV93
GCF_000294325.2	PRJNA224116	SAMN02299477	ALZZ00000000.1	na	1134801	1351	Enterococcus faecalis R508	strain=R508	NA	latest	Scaffold	Minor	Full	29/8/2012	ASM29432v2	Washington University	GCA_000294325.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/325/GCF_000294325.2_ASM29432v2	NA	NA	faecalis	Enterococcus	R508
GCF_000317915.1	PRJNA224116	SAMEA2272087	NA	na	1261557	1351	Enterococcus faecalis str. Symbioflor 1	strain=Symbioflor 1	NA	latest	Complete Genome	Major	Full	3/12/2012	ASM31791v1	JLU	GCA_000317915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/915/GCF_000317915.1_ASM31791v1	NA	NA	faecalis	Enterococcus	Symbioflor_1
GCF_000320305.1	PRJNA224116	SAMN02471974	AFHH00000000.1	na	1027372	1351	Enterococcus faecalis OG1X	strain=OG1X	NA	latest	Contig	Major	Full	12/12/2012	ASM32030v1	Bumgarner laboratory, Department of Microbiology, University of Washington	GCA_000320305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/305/GCF_000320305.1_ASM32030v1	NA	NA	faecalis	Enterococcus	OG1X
GCF_000320325.1	PRJNA224116	SAMN02471995	AGVN00000000.1	na	1111677	1351	Enterococcus faecalis M7	strain=M7	NA	latest	Contig	Major	Full	12/12/2012	ASM32032v1	Bumgarner laboratory, Department of Microbiology, University of Washington	GCA_000320325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/325/GCF_000320325.1_ASM32032v1	NA	NA	faecalis	Enterococcus	M7
GCF_000390505.1	PRJNA224116	SAMN00792299	AIIK00000000.1	na	1151186	1351	Enterococcus faecalis EnGen0065	strain=B15725	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B15725_V1	Broad Institute	GCA_000390505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/505/GCF_000390505.1_Ente_faec_B15725_V1	NA	NA	faecalis	Enterococcus	B15725
GCF_000390525.1	PRJNA224116	SAMN00792310	AIIL00000000.1	na	1151187	1351	Enterococcus faecalis EnGen0062	strain=B16457	NA	latest	Scaffold	Major	Full	13/5/2013	Ente_faec_B16457_V1	Broad Institute	GCA_000390525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/525/GCF_000390525.1_Ente_faec_B16457_V1	NA	NA	faecalis	Enterococcus	B16457
GCF_000390545.1	PRJNA224116	SAMN00792319	AIIM00000000.1	na	1151188	1351	Enterococcus faecalis EnGen0061	strain=B56765	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B56765_V1	Broad Institute	GCA_000390545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/545/GCF_000390545.1_Ente_faec_B56765_V1	NA	NA	faecalis	Enterococcus	B56765
GCF_000390565.1	PRJNA224116	SAMN00792320	AIIN00000000.1	na	1151189	1351	Enterococcus faecalis EnGen0064	strain=B69486	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B69486_V1	Broad Institute	GCA_000390565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/565/GCF_000390565.1_Ente_faec_B69486_V1	NA	NA	faecalis	Enterococcus	B69486
GCF_000390585.1	PRJNA224116	SAMN00792321	AIIO00000000.1	na	1151190	1351	Enterococcus faecalis EnGen0066	strain=B84847	NA	latest	Scaffold	Major	Full	13/5/2013	Ente_faec_B84847_V1	Broad Institute	GCA_000390585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/585/GCF_000390585.1_Ente_faec_B84847_V1	NA	NA	faecalis	Enterococcus	B84847
GCF_000390605.1	PRJNA224116	SAMN00792322	AIIP00000000.1	na	1151191	1351	Enterococcus faecalis EnGen0063	strain=C19315WT	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_C_19315_led_1A_WT_V1	Broad Institute	GCA_000390605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/605/GCF_000390605.1_Ente_faec_C_19315_led_1A_WT_V1	NA	NA	faecalis	Enterococcus	C19315WT
GCF_000390625.1	PRJNA224116	SAMN00792323	AIIQ00000000.1	na	1151192	1351	Enterococcus faecalis EnGen0059	strain=C 19315 led 1b pp (SCV)	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_C_19315_led_1b_pp_SCV_V1	Broad Institute	GCA_000390625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/625/GCF_000390625.1_Ente_faec_C_19315_led_1b_pp_SCV_V1	NA	NA	faecalis	Enterococcus	C_19315_led_1b_pp_SCV
GCF_000390645.1	PRJNA224116	SAMN00792324	AIIR00000000.1	na	1151193	1351	Enterococcus faecalis EnGen0076	strain=1448E03	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_1448E03_V1	Broad Institute	GCA_000390645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/645/GCF_000390645.1_Ente_faec_1448E03_V1	NA	NA	faecalis	Enterococcus	1448E03
GCF_000390665.1	PRJNA224116	SAMN00792325	AIIS00000000.1	na	1151194	1351	Enterococcus faecalis EnGen0074	strain=182970	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_182970_V1	Broad Institute	GCA_000390665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/665/GCF_000390665.1_Ente_faec_182970_V1	NA	NA	faecalis	Enterococcus	182970
GCF_000390685.1	PRJNA224116	SAMN00792300	AIIT00000000.1	na	1151195	1351	Enterococcus faecalis EnGen0075	strain=19116	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_19116_V1	Broad Institute	GCA_000390685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/685/GCF_000390685.1_Ente_faec_19116_V1	NA	NA	faecalis	Enterococcus	19116
GCF_000390705.1	PRJNA224116	SAMN00792301	AIIU00000000.1	na	1151196	1351	Enterococcus faecalis EnGen0058	strain=2630V05	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_2630V05_V1	Broad Institute	GCA_000390705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/705/GCF_000390705.1_Ente_faec_2630V05_V1	NA	NA	faecalis	Enterococcus	2630V05
GCF_000390725.1	PRJNA224116	SAMN00792302	AIIV00000000.1	na	1151197	1351	Enterococcus faecalis EnGen0073	strain=2924	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_2924_V1	Broad Institute	GCA_000390725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/725/GCF_000390725.1_Ente_faec_2924_V1	NA	NA	faecalis	Enterococcus	2924
GCF_000390745.1	PRJNA224116	SAMN00792303	AIIW00000000.1	na	1151198	1351	Enterococcus faecalis EnGen0078	strain=7330082-2	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_7330082-2_V1	Broad Institute	GCA_000390745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/745/GCF_000390745.1_Ente_faec_7330082-2_V1	NA	NA	faecalis	Enterococcus	7330082_2
GCF_000390765.1	PRJNA224116	SAMN00792304	AIIX00000000.1	na	1151199	1351	Enterococcus faecalis EnGen0080	strain=7330112-3	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_7330112-3_V1	Broad Institute	GCA_000390765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/765/GCF_000390765.1_Ente_faec_7330112-3_V1	NA	NA	faecalis	Enterococcus	7330112_3
GCF_000390785.1	PRJNA224116	SAMN00792305	AIIY00000000.1	na	1151200	1351	Enterococcus faecalis EnGen0079	strain=7330245-2	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_7330245-2_V1	Broad Institute	GCA_000390785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/785/GCF_000390785.1_Ente_faec_7330245-2_V1	NA	NA	faecalis	Enterococcus	7330245_2
GCF_000390805.1	PRJNA224116	SAMN00792306	AIIZ00000000.1	na	1151201	1351	Enterococcus faecalis EnGen0060	strain=7330257-1	NA	latest	Scaffold	Major	Full	13/5/2013	Ente_faec_7330257-1_V1	Broad Institute	GCA_000390805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/805/GCF_000390805.1_Ente_faec_7330257-1_V1	NA	NA	faecalis	Enterococcus	7330257_1
GCF_000390825.1	PRJNA224116	SAMN00792307	AIJA00000000.1	na	1151202	1351	Enterococcus faecalis EnGen0081	strain=7330259-5	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_7330259-5_V1	Broad Institute	GCA_000390825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/825/GCF_000390825.1_Ente_faec_7330259-5_V1	NA	NA	faecalis	Enterococcus	7330259_5
GCF_000390845.1	PRJNA224116	SAMN00792309	AIJC00000000.1	na	1151204	1351	Enterococcus faecalis EnGen0082	strain=7330948-5	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_7330948-5_V1	Broad Institute	GCA_000390845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/845/GCF_000390845.1_Ente_faec_7330948-5_V1	NA	NA	faecalis	Enterococcus	7330948_5
GCF_000390865.1	PRJNA224116	SAMN00792311	AIJD00000000.1	na	1151205	1351	Enterococcus faecalis EnGen0083	strain=7430275-3	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_7430275-3_V1	Broad Institute	GCA_000390865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/865/GCF_000390865.1_Ente_faec_7430275-3_V1	NA	NA	faecalis	Enterococcus	7430275_3
GCF_000390885.1	PRJNA224116	SAMN00792312	AIJE00000000.1	na	1151206	1351	Enterococcus faecalis EnGen0084	strain=7430315-3	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_7430315-3_V1	Broad Institute	GCA_000390885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/885/GCF_000390885.1_Ente_faec_7430315-3_V1	NA	NA	faecalis	Enterococcus	7430315_3
GCF_000390905.1	PRJNA224116	SAMN00792313	AIJF00000000.1	na	1151207	1351	Enterococcus faecalis EnGen0071	strain=7430416-3	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_7430416-3_V1	Broad Institute	GCA_000390905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/905/GCF_000390905.1_Ente_faec_7430416-3_V1	NA	NA	faecalis	Enterococcus	7430416_3
GCF_000390925.1	PRJNA224116	SAMN00792314	AIJG00000000.1	na	1151208	1351	Enterococcus faecalis EnGen0072	strain=7430821-4	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_7430821-4_V1	Broad Institute	GCA_000390925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/925/GCF_000390925.1_Ente_faec_7430821-4_V1	NA	NA	faecalis	Enterococcus	7430821_4
GCF_000390945.1	PRJNA224116	SAMN00792315	AIJH00000000.1	na	1151209	1351	Enterococcus faecalis EnGen0067	strain=B1290	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1290_V1	Broad Institute	GCA_000390945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/945/GCF_000390945.1_Ente_faec_B1290_V1	NA	NA	faecalis	Enterococcus	B1290
GCF_000390965.1	PRJNA224116	SAMN00792316	AIJI00000000.1	na	1151210	1351	Enterococcus faecalis EnGen0068	strain=B1327	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1327_V1	Broad Institute	GCA_000390965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/965/GCF_000390965.1_Ente_faec_B1327_V1	NA	NA	faecalis	Enterococcus	B1327
GCF_000390985.1	PRJNA224116	SAMN00792317	AIJJ00000000.1	na	1151211	1351	Enterococcus faecalis EnGen0069	strain=B1376	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1376_V1	Broad Institute	GCA_000390985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/985/GCF_000390985.1_Ente_faec_B1376_V1	NA	NA	faecalis	Enterococcus	B1376
GCF_000391005.1	PRJNA224116	SAMN00792318	AIJK00000000.1	na	1151212	1351	Enterococcus faecalis EnGen0070	strain=B1385	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1385_V1	Broad Institute	GCA_000391005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/005/GCF_000391005.1_Ente_faec_B1385_V1	NA	NA	faecalis	Enterococcus	B1385
GCF_000391025.1	PRJNA224116	SAMN00808868	AIPV00000000.1	na	1157342	1351	Enterococcus faecalis EnGen0106	strain=B1441	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1441_V1	Broad Institute	GCA_000391025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/025/GCF_000391025.1_Ente_faec_B1441_V1	NA	NA	faecalis	Enterococcus	B1441
GCF_000391045.1	PRJNA224116	SAMN00808924	AIPW00000000.1	na	1157343	1351	Enterococcus faecalis EnGen0088	strain=B1505	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1505_V1	Broad Institute	GCA_000391045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/045/GCF_000391045.1_Ente_faec_B1505_V1	NA	NA	faecalis	Enterococcus	B1505
GCF_000391065.1	PRJNA224116	SAMN00808935	AIPX00000000.1	na	1157344	1351	Enterococcus faecalis EnGen0120	strain=B1532	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1532_V1	Broad Institute	GCA_000391065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/065/GCF_000391065.1_Ente_faec_B1532_V1	NA	NA	faecalis	Enterococcus	B1532
GCF_000391085.1	PRJNA224116	SAMN00808946	AIPY00000000.1	na	1157345	1351	Enterococcus faecalis EnGen0089	strain=B1586	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1586_V1	Broad Institute	GCA_000391085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/085/GCF_000391085.1_Ente_faec_B1586_V1	NA	NA	faecalis	Enterococcus	B1586
GCF_000391105.1	PRJNA224116	SAMN00808957	AIPZ00000000.1	na	1157346	1351	Enterococcus faecalis EnGen0090	strain=B1618	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1618_V1	Broad Institute	GCA_000391105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/105/GCF_000391105.1_Ente_faec_B1618_V1	NA	NA	faecalis	Enterococcus	B1618
GCF_000391125.1	PRJNA224116	SAMN00808968	AIQA00000000.1	na	1157347	1351	Enterococcus faecalis EnGen0109	strain=B1623	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1623_V1	Broad Institute	GCA_000391125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/125/GCF_000391125.1_Ente_faec_B1623_V1	NA	NA	faecalis	Enterococcus	B1623
GCF_000391145.1	PRJNA224116	SAMN00808979	AIQB00000000.1	na	1157348	1351	Enterococcus faecalis EnGen0110	strain=B1678	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1678_V1	Broad Institute	GCA_000391145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/145/GCF_000391145.1_Ente_faec_B1678_V1	NA	NA	faecalis	Enterococcus	B1678
GCF_000391165.1	PRJNA224116	SAMN00808990	AIQC00000000.1	na	1157349	1351	Enterococcus faecalis EnGen0091	strain=B1696	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1696_V1	Broad Institute	GCA_000391165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/165/GCF_000391165.1_Ente_faec_B1696_V1	NA	NA	faecalis	Enterococcus	B1696
GCF_000391185.1	PRJNA224116	SAMN00809001	AIQD00000000.1	na	1157350	1351	Enterococcus faecalis EnGen0092	strain=B1719	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1719_V1	Broad Institute	GCA_000391185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/185/GCF_000391185.1_Ente_faec_B1719_V1	NA	NA	faecalis	Enterococcus	B1719
GCF_000391205.1	PRJNA224116	SAMN00808869	AIQE00000000.1	na	1157351	1351	Enterococcus faecalis EnGen0085	strain=B1734	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1734_V1	Broad Institute	GCA_000391205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/205/GCF_000391205.1_Ente_faec_B1734_V1	NA	NA	faecalis	Enterococcus	B1734
GCF_000391225.1	PRJNA224116	SAMN00808880	AIQF00000000.1	na	1157352	1351	Enterococcus faecalis EnGen0111	strain=B1843	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1843_V1	Broad Institute	GCA_000391225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/225/GCF_000391225.1_Ente_faec_B1843_V1	NA	NA	faecalis	Enterococcus	B1843
GCF_000391245.1	PRJNA224116	SAMN00808891	AIQH00000000.1	na	1157353	1351	Enterococcus faecalis EnGen0119	strain=B1874	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B1874_V1	Broad Institute	GCA_000391245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/245/GCF_000391245.1_Ente_faec_B1874_V1	NA	NA	faecalis	Enterococcus	B1874
GCF_000391265.1	PRJNA224116	SAMN00808902	AIQL00000000.1	na	1157354	1351	Enterococcus faecalis EnGen0093	strain=B2207	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B2207_V1	Broad Institute	GCA_000391265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/265/GCF_000391265.1_Ente_faec_B2207_V1	NA	NA	faecalis	Enterococcus	B2207
GCF_000391285.1	PRJNA224116	SAMN00808913	AIQN00000000.1	na	1157355	1351	Enterococcus faecalis EnGen0094	strain=B2255	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B2255_V1	Broad Institute	GCA_000391285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/285/GCF_000391285.1_Ente_faec_B2255_V1	NA	NA	faecalis	Enterococcus	B2255
GCF_000391305.1	PRJNA224116	SAMN00808919	AIQP00000000.1	na	1157356	1351	Enterococcus faecalis EnGen0095	strain=B2391	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B2391_V1	Broad Institute	GCA_000391305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/305/GCF_000391305.1_Ente_faec_B2391_V1	NA	NA	faecalis	Enterococcus	B2391
GCF_000391325.1	PRJNA224116	SAMN00808920	AIQQ00000000.1	na	1157357	1351	Enterococcus faecalis EnGen0096	strain=B2488	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B2488_V1	Broad Institute	GCA_000391325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/325/GCF_000391325.1_Ente_faec_B2488_V1	NA	NA	faecalis	Enterococcus	B2488
GCF_000391345.1	PRJNA224116	SAMN00808921	AIQR00000000.1	na	1157358	1351	Enterococcus faecalis EnGen0097	strain=B2535	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B2535_V1	Broad Institute	GCA_000391345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/345/GCF_000391345.1_Ente_faec_B2535_V1	NA	NA	faecalis	Enterococcus	B2535
GCF_000391365.1	PRJNA224116	SAMN00808922	AIQS00000000.1	na	1157359	1351	Enterococcus faecalis EnGen0112	strain=B2557	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B2557_V1	Broad Institute	GCA_000391365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/365/GCF_000391365.1_Ente_faec_B2557_V1	NA	NA	faecalis	Enterococcus	B2557
GCF_000391385.1	PRJNA224116	SAMN00808923	AIQT00000000.1	na	1157360	1351	Enterococcus faecalis EnGen0098	strain=B2593	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B2593_V1	Broad Institute	GCA_000391385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/385/GCF_000391385.1_Ente_faec_B2593_V1	NA	NA	faecalis	Enterococcus	B2593
GCF_000391405.1	PRJNA224116	SAMN00808925	AIRC00000000.1	na	1157361	1351	Enterococcus faecalis EnGen0099	strain=B3031	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B3031_V1	Broad Institute	GCA_000391405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/405/GCF_000391405.1_Ente_faec_B3031_V1	NA	NA	faecalis	Enterococcus	B3031
GCF_000391425.1	PRJNA224116	SAMN00808926	AIRD00000000.1	na	1157362	1351	Enterococcus faecalis EnGen0113	strain=B3042	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B3042_V1	Broad Institute	GCA_000391425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/425/GCF_000391425.1_Ente_faec_B3042_V1	NA	NA	faecalis	Enterococcus	B3042
GCF_000391445.1	PRJNA224116	SAMN00808927	AIRE00000000.1	na	1157363	1351	Enterococcus faecalis EnGen0114	strain=B3053	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B3053_V1	Broad Institute	GCA_000391445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/445/GCF_000391445.1_Ente_faec_B3053_V1	NA	NA	faecalis	Enterococcus	B3053
GCF_000391465.1	PRJNA224116	SAMN00808928	AIRG00000000.1	na	1157364	1351	Enterococcus faecalis EnGen0100	strain=B3126	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B3126_V1	Broad Institute	GCA_000391465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/465/GCF_000391465.1_Ente_faec_B3126_V1	NA	NA	faecalis	Enterococcus	B3126
GCF_000391485.2	PRJNA224116	SAMN00808929	NA	na	1157365	1351	Enterococcus faecalis EnGen0107	strain=B594	NA	latest	Complete Genome	Major	Full	30/7/2019	ASM39148v2	Broad Institute	GCA_000391485.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/485/GCF_000391485.2_ASM39148v2	NA	NA	faecalis	Enterococcus	B594
GCF_000391505.1	PRJNA224116	SAMN00808930	AIRZ00000000.1	na	1157366	1351	Enterococcus faecalis EnGen0087	strain=B878	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B878_V1	Broad Institute	GCA_000391505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/505/GCF_000391505.1_Ente_faec_B878_V1	NA	NA	faecalis	Enterococcus	B878
GCF_000391525.1	PRJNA224116	SAMN00808931	AISA00000000.1	na	1157367	1351	Enterococcus faecalis EnGen0108	strain=B939	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_B939_V1	Broad Institute	GCA_000391525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/525/GCF_000391525.1_Ente_faec_B939_V1	NA	NA	faecalis	Enterococcus	B939
GCF_000391545.1	PRJNA224116	SAMN00808932	AISB00000000.1	na	1157368	1351	Enterococcus faecalis EnGen0086	strain=HEF39	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_HEF39_V1	Broad Institute	GCA_000391545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/545/GCF_000391545.1_Ente_faec_HEF39_V1	NA	NA	faecalis	Enterococcus	HEF39
GCF_000391565.1	PRJNA224116	SAMN00808933	AISC00000000.1	na	1157369	1351	Enterococcus faecalis EnGen0115	strain=UAA769	NA	latest	Scaffold	Major	Full	14/5/2013	Ente_faec_UAA769_V1	Broad Institute	GCA_000391565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/391/565/GCF_000391565.1_Ente_faec_UAA769_V1	NA	NA	faecalis	Enterococcus	UAA769
